  2.3239E-01,  5.3170E+00,  6.1886E+05,  2.7296E+05,  1.2039E+05,  2.6968E+04,  6.0410E+03,  1.5275E+03,  3.8623E+02,  9.9067E+01,  2.4180E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2828E-01,  4.5597E+00,  7.0435E+05,  4.0177E+05,  2.2917E+05,  8.7210E+04,  3.3187E+04,  1.4401E+04,  6.2490E+03,  2.8840E+03,  3.5860E+02,  3.5476E+01,  3.5096E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2401E-01,  3.9593E+00,  1.4078E+06,  9.1931E+05,  6.0032E+05,  2.9881E+05,  1.4873E+05,  7.9051E+04,  4.2016E+04,  2.4424E+04,  5.7077E+03,  9.2666E+02,  1.5044E+02,  1.7668E+01,  2.0748E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1955E-01,  3.4784E+00,  3.0470E+06,  1.9016E+06,  1.1868E+06,  6.1170E+05,  3.1527E+05,  1.8734E+05,  1.1133E+05,  6.9677E+04,  1.9832E+04,  4.4192E+03,  9.8474E+02,  1.6787E+02,  2.8617E+01,  9.8300E+00,  3.3766E+00,  1.1599E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1490E-01,  3.0884E+00,  1.8294E+06,  1.3490E+06,  9.9469E+05,  5.6101E+05,  3.1641E+05,  1.9999E+05,  1.2641E+05,  8.6997E+04,  2.9740E+04,  8.8834E+03,  2.6535E+03,  6.4789E+02,  1.5819E+02,  6.1603E+01,  2.3989E+01,  1.2336E+01,  2.3845E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1006E-01,  2.7688E+00,  6.5709E+05,  5.5438E+05,  4.6773E+05,  3.3971E+05,  2.4672E+05,  1.8581E+05,  1.3993E+05,  1.0934E+05,  5.5551E+04,  2.3059E+04,  9.5715E+03,  3.4652E+03,  1.2545E+03,  6.4062E+02,  3.2713E+02,  2.0452E+02,  6.2091E+01,  1.5307E+01,  5.2828E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0501E-01,  2.5046E+00,  3.3547E+05,  3.0139E+05,  2.7077E+05,  2.1882E+05,  1.7684E+05,  1.4823E+05,  1.2425E+05,  1.0531E+05,  6.5983E+04,  3.4765E+04,  1.8317E+04,  8.0351E+03,  3.5248E+03,  2.0824E+03,  1.2302E+03,  8.5483E+02,  3.1998E+02,  9.7589E+01,  4.0749E+01,  1.2140E+01,  5.5798E+00,  2.5646E+00,  1.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9977E-01,  2.2851E+00,  1.5905E+05,  1.4517E+05,  1.3251E+05,  1.1358E+05,  9.7352E+04,  8.5873E+04,  7.5747E+04,  6.8217E+04,  5.0562E+04,  3.3088E+04,  2.1653E+04,  1.1941E+04,  6.5853E+03,  4.4239E+03,  2.9718E+03,  2.1232E+03,  8.6079E+02,  2.9208E+02,  1.3961E+02,  4.9036E+01,  2.3955E+01,  1.1703E+01,  6.9274E+00,  4.3538E+00,  1.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9433E-01,  2.1012E+00,  8.7240E+04,  8.4750E+04,  8.2331E+04,  7.7813E+04,  7.3544E+04,  6.9570E+04,  6.5811E+04,  6.2292E+04,  5.2806E+04,  4.0874E+04,  3.1639E+04,  2.0116E+04,  1.2790E+04,  8.7543E+03,  5.9922E+03,  4.4488E+03,  1.9734E+03,  8.0319E+02,  4.2085E+02,  1.6375E+02,  9.6385E+01,  5.6735E+01,  3.7143E+01,  2.6465E+01,  1.0637E+01,  2.5419E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.8874E-01,  1.9469E+00,  3.9653E+04,  3.9182E+04,  3.8716E+04,  3.6784E+04,  3.4948E+04,  3.3771E+04,  3.2633E+04,  3.1622E+04,  2.9241E+04,  2.5735E+04,  2.2650E+04,  1.6742E+04,  1.2375E+04,  8.9354E+03,  6.4520E+03,  4.9314E+03,  2.5758E+03,  1.3166E+03,  8.2436E+02,  4.4529E+02,  2.9162E+02,  1.9099E+02,  1.3750E+02,  1.0220E+02,  4.2955E+01,  1.3068E+01,  3.9757E+00,  0.0000E+00,  0.0000E+00
  1.8303E-01,  1.8176E+00,  1.7872E+04,  1.7746E+04,  1.7621E+04,  1.7342E+04,  1.7066E+04,  1.6776E+04,  1.6491E+04,  1.6280E+04,  1.5705E+04,  1.4771E+04,  1.3892E+04,  1.2035E+04,  1.0427E+04,  8.7620E+03,  7.3625E+03,  6.1701E+03,  3.6857E+03,  2.0956E+03,  1.4351E+03,  9.1214E+02,  6.8832E+02,  5.1943E+02,  3.9893E+02,  3.0550E+02,  1.4120E+02,  4.2248E+01,  1.2641E+01,  1.1317E+00,  0.0000E+00
  1.7724E-01,  1.7095E+00,  1.8412E+04,  1.8351E+04,  1.8290E+04,  1.8131E+04,  1.7974E+04,  1.7794E+04,  1.7616E+04,  1.7450E+04,  1.6993E+04,  1.6284E+04,  1.5605E+04,  1.4096E+04,  1.2733E+04,  1.1066E+04,  9.6170E+03,  8.2944E+03,  5.3847E+03,  3.2743E+03,  2.3993E+03,  1.7443E+03,  1.4465E+03,  1.1996E+03,  1.0149E+03,  8.3886E+02,  4.6515E+02,  1.7505E+02,  6.5874E+01,  1.3563E+01,  2.7924E+00
  1.7146E-01,  1.6194E+00,  1.9376E+04,  1.9307E+04,  1.9238E+04,  1.9168E+04,  1.9099E+04,  1.8968E+04,  1.8838E+04,  1.8689E+04,  1.8349E+04,  1.7746E+04,  1.7163E+04,  1.6051E+04,  1.5011E+04,  1.3721E+04,  1.2543E+04,  1.1232E+04,  8.3649E+03,  5.9588E+03,  4.6796E+03,  3.6817E+03,  3.1498E+03,  2.6948E+03,  2.3310E+03,  1.9752E+03,  1.1884E+03,  5.3013E+02,  2.3648E+02,  5.5392E+01,  1.2975E+01
  1.6575E-01,  1.5446E+00,  2.1766E+04,  2.1718E+04,  2.1669E+04,  2.1554E+04,  2.1439E+04,  2.1302E+04,  2.1167E+04,  2.1087E+04,  2.0798E+04,  2.0300E+04,  1.9814E+04,  1.8766E+04,  1.7774E+04,  1.6620E+04,  1.5541E+04,  1.4207E+04,  1.1827E+04,  9.0856E+03,  7.4944E+03,  6.2480E+03,  5.4790E+03,  4.8047E+03,  4.2735E+03,  3.7290E+03,  2.4526E+03,  1.2575E+03,  6.4470E+02,  1.9259E+02,  5.7532E+01
  1.6022E-01,  1.4834E+00,  2.4771E+04,  2.4695E+04,  2.4620E+04,  2.4532E+04,  2.4444E+04,  2.4273E+04,  2.4104E+04,  2.4016E+04,  2.3636E+04,  2.3143E+04,  2.2660E+04,  2.1728E+04,  2.0835E+04,  1.9609E+04,  1.8456E+04,  1.7594E+04,  1.5318E+04,  1.2505E+04,  1.0817E+04,  9.1610E+03,  8.2035E+03,  7.3460E+03,  6.6851E+03,  5.9641E+03,  4.1742E+03,  2.3537E+03,  1.3272E+03,  4.6695E+02,  1.6429E+02
  1.5497E-01,  1.4340E+00,  2.7853E+04,  2.7780E+04,  2.7709E+04,  2.7613E+04,  2.7517E+04,  2.7425E+04,  2.7334E+04,  2.7214E+04,  2.6858E+04,  2.6496E+04,  2.6139E+04,  2.5417E+04,  2.4714E+04,  2.3883E+04,  2.3080E+04,  2.2153E+04,  1.9217E+04,  1.6219E+04,  1.4364E+04,  1.2011E+04,  1.0666E+04,  9.4720E+03,  8.4997E+03,  7.6015E+03,  5.4075E+03,  3.0958E+03,  1.7723E+03,  6.5287E+02,  2.4050E+02
  1.5010E-01,  1.3949E+00,  3.2512E+04,  3.2426E+04,  3.2340E+04,  3.2228E+04,  3.2117E+04,  3.2044E+04,  3.1970E+04,  3.1843E+04,  3.1490E+04,  3.1054E+04,  3.0625E+04,  2.9775E+04,  2.8949E+04,  2.8108E+04,  2.7291E+04,  2.6257E+04,  2.3313E+04,  2.0177E+04,  1.7442E+04,  1.4782E+04,  1.3072E+04,  1.1560E+04,  1.0339E+04,  9.2816E+03,  6.6669E+03,  3.8843E+03,  2.2631E+03,  8.5224E+02,  3.2094E+02
  1.4574E-01,  1.3650E+00,  3.4520E+04,  3.4408E+04,  3.4297E+04,  3.4166E+04,  3.4035E+04,  3.3901E+04,  3.3768E+04,  3.3651E+04,  3.3288E+04,  3.2818E+04,  3.2354E+04,  3.1365E+04,  3.0407E+04,  2.9464E+04,  2.8550E+04,  2.7578E+04,  2.4662E+04,  2.0558E+04,  1.7736E+04,  1.5170E+04,  1.3487E+04,  1.1990E+04,  1.0800E+04,  9.7388E+03,  7.1041E+03,  4.2207E+03,  2.5076E+03,  9.4644E+02,  3.5721E+02
  1.4197E-01,  1.3434E+00,  3.9706E+04,  3.9583E+04,  3.9460E+04,  3.9301E+04,  3.9144E+04,  3.9006E+04,  3.8869E+04,  3.8725E+04,  3.8320E+04,  3.7814E+04,  3.7314E+04,  3.6154E+04,  3.5031E+04,  3.3743E+04,  3.2503E+04,  3.1088E+04,  2.7296E+04,  2.1856E+04,  1.8975E+04,  1.6141E+04,  1.4417E+04,  1.2878E+04,  1.1644E+04,  1.0503E+04,  7.6980E+03,  4.6393E+03,  2.7959E+03,  1.0847E+03,  4.2084E+02
  1.3889E-01,  1.3294E+00,  4.2016E+04,  4.1927E+04,  4.1839E+04,  4.1687E+04,  4.1535E+04,  4.1405E+04,  4.1276E+04,  4.1127E+04,  4.0746E+04,  4.0171E+04,  3.9604E+04,  3.8400E+04,  3.7233E+04,  3.5973E+04,  3.4755E+04,  3.3427E+04,  2.9766E+04,  2.3602E+04,  2.0647E+04,  1.7435E+04,  1.5616E+04,  1.3987E+04,  1.2678E+04,  1.1432E+04,  8.3967E+03,  5.1043E+03,  3.1029E+03,  1.2280E+03,  4.8602E+02
  1.3654E-01,  1.3224E+00,  4.5247E+04,  4.5185E+04,  4.5123E+04,  4.4970E+04,  4.4817E+04,  4.4695E+04,  4.4572E+04,  4.4410E+04,  4.4026E+04,  4.3384E+04,  4.2752E+04,  4.1464E+04,  4.0215E+04,  3.8938E+04,  3.7702E+04,  3.6403E+04,  3.2690E+04,  2.5761E+04,  2.2543E+04,  1.8831E+04,  1.6837E+04,  1.5054E+04,  1.3652E+04,  1.2312E+04,  9.0631E+03,  5.5388E+03,  3.3850E+03,  1.3559E+03,  5.4309E+02
  1.3495E-01,  1.3219E+00,  5.0179E+04,  5.0098E+04,  5.0017E+04,  4.9849E+04,  4.9681E+04,  4.9521E+04,  4.9361E+04,  4.9194E+04,  4.8784E+04,  4.8030E+04,  4.7288E+04,  4.5847E+04,  4.4450E+04,  4.2968E+04,  4.1536E+04,  3.9871E+04,  3.5471E+04,  2.7557E+04,  2.3902E+04,  1.9768E+04,  1.7639E+04,  1.5739E+04,  1.4268E+04,  1.2866E+04,  9.4722E+03,  5.7936E+03,  3.5437E+03,  1.4253E+03,  5.7329E+02
  1.3411E-01,  1.3277E+00,  5.1502E+04,  5.1419E+04,  5.1336E+04,  5.1162E+04,  5.0989E+04,  5.0825E+04,  5.0661E+04,  5.0483E+04,  5.0048E+04,  4.9258E+04,  4.8480E+04,  4.6964E+04,  4.5496E+04,  4.3941E+04,  4.2439E+04,  4.0706E+04,  3.6072E+04,  2.8035E+04,  2.4231E+04,  2.0059E+04,  1.7875E+04,  1.5928E+04,  1.4421E+04,  1.2998E+04,  9.5510E+03,  5.8207E+03,  3.5473E+03,  1.4193E+03,  5.6786E+02
  1.3397E-01,  1.3398E+00,  5.0771E+04,  5.0679E+04,  5.0588E+04,  5.0415E+04,  5.0242E+04,  5.0069E+04,  4.9897E+04,  4.9713E+04,  4.9259E+04,  4.8437E+04,  4.7628E+04,  4.6058E+04,  4.4541E+04,  4.2913E+04,  4.1344E+04,  3.9655E+04,  3.5016E+04,  2.7541E+04,  2.3796E+04,  1.9893E+04,  1.7705E+04,  1.5758E+04,  1.4235E+04,  1.2820E+04,  9.3834E+03,  5.6731E+03,  3.4299E+03,  1.3539E+03,  5.3442E+02
  1.3447E-01,  1.3581E+00,  5.3352E+04,  5.3215E+04,  5.3079E+04,  5.2885E+04,  5.2692E+04,  5.2484E+04,  5.2276E+04,  5.2076E+04,  5.1548E+04,  5.0658E+04,  4.9783E+04,  4.8045E+04,  4.6368E+04,  4.4486E+04,  4.2680E+04,  4.0488E+04,  3.4823E+04,  2.7119E+04,  2.3186E+04,  1.9676E+04,  1.7476E+04,  1.5521E+04,  1.3974E+04,  1.2570E+04,  9.1454E+03,  5.4615E+03,  3.2616E+03,  1.2620E+03,  4.8826E+02
  1.3551E-01,  1.3824E+00,  5.4468E+04,  5.4320E+04,  5.4172E+04,  5.3972E+04,  5.3773E+04,  5.3577E+04,  5.3382E+04,  5.3175E+04,  5.2598E+04,  5.1729E+04,  5.0875E+04,  4.9087E+04,  4.7362E+04,  4.5531E+04,  4.3771E+04,  4.1530E+04,  3.5469E+04,  2.7826E+04,  2.3239E+04,  1.9844E+04,  1.7553E+04,  1.5527E+04,  1.3915E+04,  1.2496E+04,  9.0180E+03,  5.2969E+03,  3.1113E+03,  1.1744E+03,  4.4333E+02
  1.3699E-01,  1.4133E+00,  5.3592E+04,  5.3475E+04,  5.3359E+04,  5.3162E+04,  5.2966E+04,  5.2825E+04,  5.2685E+04,  5.2481E+04,  5.1900E+04,  5.1072E+04,  5.0257E+04,  4.8532E+04,  4.6866E+04,  4.5128E+04,  4.3454E+04,  4.0647E+04,  3.3973E+04,  2.7270E+04,  2.2389E+04,  1.8866E+04,  1.6615E+04,  1.4632E+04,  1.3083E+04,  1.1729E+04,  8.4055E+03,  4.8628E+03,  2.8132E+03,  1.0345E+03,  3.8044E+02
  1.3882E-01,  1.4510E+00,  5.1305E+04,  5.1164E+04,  5.1024E+04,  5.0818E+04,  5.0613E+04,  5.0391E+04,  5.0170E+04,  4.9885E+04,  4.9246E+04,  4.8068E+04,  4.6919E+04,  4.4805E+04,  4.2787E+04,  4.0588E+04,  3.8502E+04,  3.6319E+04,  3.0233E+04,  2.4400E+04,  1.9450E+04,  1.5820E+04,  1.3970E+04,  1.2336E+04,  1.1099E+04,  9.9303E+03,  7.0628E+03,  4.0327E+03,  2.3026E+03,  8.2626E+02,  2.9650E+02
  1.4089E-01,  1.4954E+00,  5.3306E+04,  5.3130E+04,  5.2954E+04,  5.2709E+04,  5.2466E+04,  5.2160E+04,  5.1856E+04,  5.1460E+04,  5.0685E+04,  4.9073E+04,  4.7513E+04,  4.4830E+04,  4.2299E+04,  3.9178E+04,  3.6288E+04,  3.3596E+04,  2.6808E+04,  1.9843E+04,  1.6455E+04,  1.3434E+04,  1.1801E+04,  1.0366E+04,  9.4139E+03,  8.4048E+03,  5.9123E+03,  3.3469E+03,  1.8946E+03,  6.6328E+02,  2.3220E+02
  1.4315E-01,  1.5473E+00,  5.2098E+04,  5.1902E+04,  5.1707E+04,  5.1406E+04,  5.1106E+04,  5.0758E+04,  5.0413E+04,  5.0045E+04,  4.9229E+04,  4.7530E+04,  4.5889E+04,  4.2965E+04,  4.0227E+04,  3.6661E+04,  3.3411E+04,  3.0242E+04,  2.3556E+04,  1.5879E+04,  1.2575E+04,  9.8932E+03,  8.5398E+03,  7.3715E+03,  6.5106E+03,  5.6803E+03,  3.7619E+03,  1.9651E+03,  1.0266E+03,  3.2340E+02,  1.0188E+02
  1.4552E-01,  1.6073E+00,  5.3091E+04,  5.2895E+04,  5.2700E+04,  5.2293E+04,  5.1890E+04,  5.1493E+04,  5.1099E+04,  5.0716E+04,  4.9792E+04,  4.7907E+04,  4.6094E+04,  4.2572E+04,  3.9320E+04,  3.5226E+04,  3.1558E+04,  2.7601E+04,  1.9764E+04,  1.2606E+04,  9.2916E+03,  6.9160E+03,  5.8345E+03,  4.9220E+03,  4.2322E+03,  3.5970E+03,  2.2114E+03,  1.0334E+03,  4.8292E+02,  1.2693E+02,  3.3360E+01
  1.4799E-01,  1.6760E+00,  5.4965E+04,  5.4776E+04,  5.4589E+04,  5.4117E+04,  5.3649E+04,  5.3099E+04,  5.2556E+04,  5.2127E+04,  5.0725E+04,  4.8554E+04,  4.6476E+04,  4.1647E+04,  3.7320E+04,  3.2121E+04,  2.7647E+04,  2.3318E+04,  1.4546E+04,  8.2736E+03,  5.7654E+03,  4.0440E+03,  3.3022E+03,  2.6965E+03,  2.3004E+03,  1.9319E+03,  1.1412E+03,  4.9306E+02,  2.1302E+02,  5.2430E+01,  1.2904E+01
  1.5052E-01,  1.7541E+00,  5.3508E+04,  5.3262E+04,  5.3016E+04,  5.2434E+04,  5.1859E+04,  5.1223E+04,  5.0596E+04,  5.0031E+04,  4.8324E+04,  4.5806E+04,  4.3418E+04,  3.8334E+04,  3.3844E+04,  2.8395E+04,  2.3823E+04,  1.9501E+04,  1.1037E+04,  5.6831E+03,  3.7331E+03,  2.3966E+03,  1.8669E+03,  1.4543E+03,  1.1753E+03,  9.5025E+02,  5.1262E+02,  1.9667E+02,  7.5455E+01,  1.5590E+01,  3.2211E+00
  1.5313E-01,  1.8425E+00,  6.2028E+04,  6.1597E+04,  6.1168E+04,  5.9767E+04,  5.8398E+04,  5.7064E+04,  5.5760E+04,  5.4588E+04,  5.1208E+04,  4.6984E+04,  4.3108E+04,  3.6266E+04,  3.0510E+04,  2.4212E+04,  1.9214E+04,  1.5135E+04,  7.9925E+03,  3.9303E+03,  2.4425E+03,  1.3954E+03,  1.0056E+03,  7.2476E+02,  5.5036E+02,  4.2354E+02,  2.0092E+02,  6.8492E+01,  2.3348E+01,  2.7131E+00,  0.0000E+00
  1.5585E-01,  1.9430E+00,  9.6092E+04,  9.4301E+04,  9.2543E+04,  8.8920E+04,  8.5439E+04,  8.2069E+04,  7.8832E+04,  7.6588E+04,  7.0305E+04,  6.0835E+04,  5.2641E+04,  3.9153E+04,  2.9120E+04,  2.1170E+04,  1.5390E+04,  1.1618E+04,  5.5419E+03,  2.6272E+03,  1.5819E+03,  7.9973E+02,  5.2607E+02,  3.4606E+02,  2.4948E+02,  1.8460E+02,  7.9580E+01,  2.6044E+01,  8.5235E+00,  0.0000E+00,  0.0000E+00
  1.5870E-01,  2.0560E+00,  1.5517E+05,  1.5124E+05,  1.4742E+05,  1.4112E+05,  1.3509E+05,  1.2913E+05,  1.2344E+05,  1.1789E+05,  1.0273E+05,  8.2096E+04,  6.5606E+04,  4.2885E+04,  2.8033E+04,  1.9258E+04,  1.3230E+04,  9.7434E+03,  4.2751E+03,  1.7869E+03,  9.8505E+02,  4.1749E+02,  2.5200E+02,  1.5211E+02,  1.0217E+02,  7.3704E+01,  3.0507E+01,  9.6146E+00,  3.0302E+00,  0.0000E+00,  0.0000E+00
  1.6174E-01,  2.1844E+00,  2.7371E+05,  2.5397E+05,  2.3565E+05,  2.1078E+05,  1.8854E+05,  1.7248E+05,  1.5778E+05,  1.4820E+05,  1.2210E+05,  8.7374E+04,  6.2526E+04,  3.6314E+04,  2.1091E+04,  1.4217E+04,  9.5842E+03,  6.8096E+03,  2.8297E+03,  1.0250E+03,  5.0354E+02,  1.7655E+02,  9.2852E+01,  4.8834E+01,  3.1177E+01,  2.1485E+01,  7.6723E+00,  1.4830E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.6501E-01,  2.3304E+00,  4.4106E+05,  4.0385E+05,  3.6978E+05,  3.1332E+05,  2.6548E+05,  2.3224E+05,  2.0316E+05,  1.8100E+05,  1.3000E+05,  7.9780E+04,  4.8961E+04,  2.5073E+04,  1.2840E+04,  8.2397E+03,  5.2878E+03,  3.6949E+03,  1.4433E+03,  4.5566E+02,  2.0908E+02,  6.9358E+01,  3.3165E+01,  1.5858E+01,  9.1643E+00,  5.7284E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.6857E-01,  2.4970E+00,  7.0464E+05,  6.3242E+05,  5.6761E+05,  4.6007E+05,  3.7290E+05,  3.1361E+05,  2.6376E+05,  2.2638E+05,  1.4431E+05,  7.5676E+04,  3.9684E+04,  1.7296E+04,  7.5381E+03,  4.3555E+03,  2.5166E+03,  1.7240E+03,  6.3567E+02,  1.8324E+02,  7.8426E+01,  2.3040E+01,  1.0311E+01,  4.6148E+00,  2.7247E+00,  1.6088E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.7247E-01,  2.6887E+00,  1.1103E+06,  9.7639E+05,  8.5861E+05,  6.4687E+05,  4.8735E+05,  3.8420E+05,  3.0289E+05,  2.4326E+05,  1.3014E+05,  5.6467E+04,  2.4501E+04,  9.0336E+03,  3.3307E+03,  1.7260E+03,  8.9445E+02,  5.6454E+02,  1.7591E+02,  4.6432E+01,  1.6696E+01,  3.6540E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.7673E-01,  2.9097E+00,  2.0022E+06,  1.6795E+06,  1.4089E+06,  9.3364E+05,  6.1871E+05,  4.4647E+05,  3.2219E+05,  2.3705E+05,  1.0340E+05,  3.5957E+04,  1.2504E+04,  3.7458E+03,  1.1221E+03,  5.1231E+02,  2.3390E+02,  1.3335E+02,  3.3003E+01,  6.3353E+00,  2.1276E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.8140E-01,  3.1674E+00,  3.8133E+06,  2.6960E+06,  1.9060E+06,  1.0692E+06,  5.9981E+05,  3.8008E+05,  2.4085E+05,  1.5911E+05,  5.3585E+04,  1.4714E+04,  4.0402E+03,  8.8793E+02,  1.9514E+02,  7.3720E+01,  2.7849E+01,  1.4082E+01,  2.3653E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.8647E-01,  3.4710E+00,  5.0001E+06,  3.2100E+06,  2.0608E+06,  1.0740E+06,  5.5972E+05,  3.3233E+05,  1.9732E+05,  1.2411E+05,  3.6196E+04,  7.9501E+03,  1.7461E+03,  2.8103E+02,  4.5231E+01,  1.5510E+01,  5.3183E+00,  2.5368E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9194E-01,  3.8327E+00,  2.7513E+06,  1.8521E+06,  1.2468E+06,  6.4397E+05,  3.3261E+05,  1.8401E+05,  1.0181E+05,  6.1983E+04,  1.5040E+04,  2.5897E+03,  4.4592E+02,  4.9217E+01,  5.4321E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9779E-01,  4.2689E+00,  1.4396E+06,  9.2176E+05,  5.9020E+05,  2.5915E+05,  1.1379E+05,  5.4666E+04,  2.6261E+04,  1.3743E+04,  2.3637E+03,  2.5911E+02,  2.8404E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0397E-01,  4.8018E+00,  9.0064E+05,  4.7527E+05,  2.5080E+05,  8.3059E+04,  2.7507E+04,  9.9962E+03,  3.6327E+03,  1.4227E+03,  1.0614E+02,  1.6809E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1043E-01,  5.4634E+00,  5.9572E+05,  2.6242E+05,  1.1560E+05,  2.6270E+04,  5.9703E+03,  1.3756E+03,  3.1697E+02,  7.9987E+01,  1.7676E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1710E-01,  6.2973E+00,  7.5162E+04,  2.9389E+04,  1.1492E+04,  2.2006E+03,  4.2142E+02,  7.9698E+01,  1.5072E+01,  2.8505E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2390E-01,  7.3685E+00,  6.8683E+01,  3.5529E+01,  1.8379E+01,  5.9425E+00,  1.9214E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.3073E-01,  8.7725E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
